"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","test_documented_operation_exists[v1-GET-/migration/trello/auth]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","27","test_documented_operation_exists[v1-GET-/tasks/{taskID}/assignees]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The link the whole approach rests on: state built over the API is
what the browser shows.","4216","test_a_task_made_over_the_api_is_visible_in_the_browser[firefox]","tests.ui.framework","2026-09-22","passed","2026-09-22","","test_session","",""
"","2","test_documented_operation_exists[v2-POST-/admin/users]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","15","test_operation_demands_a_credential[v2-PATCH-/admin/users/{id}/status]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_operation_demands_a_credential[v2-POST-/migration/ticktick/migrate]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","168","test_a_scoped_token_reaches_what_it_was_granted[tasks_attachments-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","6","test_operation_demands_a_credential[v2-POST-/projects/{project}/views/{view}/buckets]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","25","test_both_versions_name_the_same_failure[DELETE-tasks-{}-labels-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","7","test_operation_demands_a_credential[v2-POST-/migration/csv/detect]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","22","test_documented_operation_exists[v2-DELETE-/user/bots/{bot}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","20","test_both_versions_name_the_same_failure[GET-projects-{}-users]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","17","test_documented_operation_exists[v1-GET-/{username}/avatar]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","17","test_both_versions_name_the_same_failure[DELETE-projects-{}-views-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","25","test_both_versions_name_the_same_failure[DELETE-projects-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","7","test_documented_operation_exists[v2-POST-/migration/csv/migrate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","4","test_documented_operation_exists[v2-DELETE-/labels/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v2-DELETE-/teams/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","8","test_operation_demands_a_credential[v1-POST-/migration/trello/migrate]","tests.api.authorization","2026-09-22","skipped","2026-09-22","","test_credentials_required","",""
"","11","test_operation_demands_a_credential[v1-POST-/user/export/request]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_operation_demands_a_credential[v2-GET-/tasks/{projecttask}/assignees]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","22","test_operation_demands_a_credential[v2-PATCH-/labels/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"The interesting half is the database, not the status codes: two
callers must not produce two rows for one label on one task.","285","test_the_same_label_added_twice_at_the_same_moment_lands_once","tests.api.concurrency","2026-09-22","passed","2026-09-22","","test_simultaneous_writes","",""
"","2","test_documented_operation_exists[v2-DELETE-/admin/users/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Mail goes out through a queue, so an outage should delay the message,
not fail the request that asked for it.","1970","test_a_password_reset_is_accepted_while_the_mail_server_is_down","tests.resilience.dependencies","2026-09-22","passed","2026-09-22","","test_mail","",""
"","6","test_documented_operation_exists[v2-DELETE-/user/settings/webhooks/{webhook}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Granting one action in an area must not grant the rest of it: the
check that would catch a scope widened by accident.","141","test_a_scoped_token_is_refused_its_siblings[reactions-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","27","test_documented_operation_exists[v1-GET-/tasks/{id}/attachments/{attachmentID}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Translation lengthens text, and a layout that only fits English
breaks quietly. Measured rather than eyeballed.","5035","test_a_long_title_is_not_cut_off_by_its_container[webkit]","tests.ui.localisation","2026-09-22","passed","2026-09-22","","test_languages","",""
"","2","test_documented_operation_exists[v1-POST-/projects/{project}/views/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","11","test_operation_demands_a_credential[v1-GET-/filters/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","5","test_documented_operation_exists[v2-POST-/teams/{team}/members]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","4","test_operation_demands_a_credential[v2-PUT-/user/settings/avatar/provider]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","8","test_documented_operation_exists[v2-GET-/migration/ticktick/status]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The link the whole approach rests on: state built over the API is
what the browser shows.","2695","test_a_task_made_over_the_api_is_visible_in_the_browser[chromium]","tests.ui.framework","2026-09-22","passed","2026-09-22","","test_session","",""
"","14","test_operation_demands_a_credential[v2-GET-/projects/{project_id}/time-entries]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","1","test_documented_operation_exists[v1-GET-/projects/{id}/views/{view}/tasks]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","19","test_operation_demands_a_credential[v1-GET-/tasks/{taskID}/comments]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","17","test_operation_demands_a_credential[v1-POST-/shares/{share}/auth]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","27","test_deleting_a_task[outsider]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","22","test_both_versions_name_the_same_failure[GET-tasks-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","810","test_a_task_deleted_over_the_api_leaves_the_calendar","tests.api.calendar","2026-09-22","passed","2026-09-22","","test_two_doors","",""
"","6","test_documented_operation_exists[v2-PUT-/projects/{project}/views/{view}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5","test_documented_operation_exists[v1-POST-/user/settings/email]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","4","test_documented_operation_exists[v2-POST-/migration/csv/preview]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v1-GET-/user/timezones]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The two prefixes the suite is built on are both served, by one
instance.

What this replaced asserted that `settings.api_v1` ends with `/api/v1`,
which is an f-string three lines long in config.py and could not fail.
The claim worth making is about the stand: both prefixes answer, and the
account is the same on each, which is what every cross-version check
below assumes without saying so.
","35","test_both_version_prefixes_reach_the_same_product","tests.api.framework","2026-09-22","passed","2026-09-22","","test_transport","",""
"","37","test_documented_operation_exists[v1-GET-/migration/todoist/status]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","8","test_documented_operation_exists[v1-GET-/labels/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","26","test_operation_demands_a_credential[v2-DELETE-/projects/{project}/shares/{share}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","362","test_a_task_saved_by_a_calendar_client_appears_in_the_api","tests.api.calendar","2026-09-22","passed","2026-09-22","","test_two_doors","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","8","test_both_versions_name_the_same_failure[GET-tasks-{}-attachments-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","2","test_documented_operation_exists[v1-PUT-/{kind}/{id}/reactions]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","13","test_operation_demands_a_credential[v2-POST-/projects/{project}/views]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","13","test_documented_operation_exists[v2-GET-/projects/{project}/views/{view}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","9","test_operation_demands_a_credential[v2-POST-/time-entries/timer/stop]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_documented_operation_exists[v2-GET-/projects]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"An empty title is the point, and the description forbids one, so
what this sends is not held to it. What comes back still is.","12","test_validation_answers_with_different_statuses","tests.api.contracts","2026-09-22","passed","2026-09-22","TestDeliberateDifferences","test_cross_version","",""
"","35","test_operation_demands_a_credential[v2-GET-/users]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_documented_operation_exists[v2-GET-/tasks/{task}/attachments]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","8","test_operation_demands_a_credential[v1-POST-/teams/{id}/members/{userID}/admin]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","20","test_both_versions_name_the_same_failure[GET-{}-{}-reactions]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"Granting one action in an area must not grant the rest of it: the
check that would catch a scope widened by accident.","54","test_a_scoped_token_is_refused_its_siblings[tasks_attachments-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","4","test_documented_operation_exists[v2-DELETE-/tasks/{task}/relations/{relationKind}/{otherTask}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","9","test_documented_operation_exists[v2-POST-/user/settings/totp/enable]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","6","test_reading_a_task[anon]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","11","test_documented_operation_exists[v2-POST-/migration/ticktick/migrate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"What a stranger with the link gets, asked of both levels together.

Both rows on purpose. `to_have_count(0)` is satisfied on its first poll,
so a read-only share proves nothing on its own: a page that has not
rendered answers it just as well. The writable row is what rules that
out — the same page, the same wait, the same assertion, and the control
is there. Between them the absence means something.
","2472","test_a_public_link_offers_exactly_what_it_was_shared_for[chromium-read-only]","tests.ui.sharing","2026-09-22","passed","2026-09-22","","test_public_link","",""
"","14","test_operation_demands_a_credential[v1-GET-/projects/{id}/views/{view}/tasks]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","12","test_documented_operation_exists[v2-DELETE-/tasks/{projecttask}/assignees/{user}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_operation_demands_a_credential[v1-PUT-/user/settings/token/caldav]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_documented_operation_exists[v2-GET-/user/timezones]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","14","test_operation_demands_a_credential[v1-DELETE-/projects/{id}/background]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","73","test_both_versions_name_the_same_failure[DELETE-tasks-{}-assignees-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","6","test_operation_demands_a_credential[v1-PUT-/migration/csv/preview]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_operation_demands_a_credential[v1-GET-/migration/ticktick/status]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_operation_demands_a_credential[v1-PUT-/projects]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","5","test_operation_demands_a_credential[v1-DELETE-/projects/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"Asked as a comparison, because an absence on its own proves nothing.

`to_have_count(0)` is satisfied on its very first poll, so a page that
has not rendered yet answers it exactly as well as a page that correctly
withholds the control. Two things rule that out here. The view is waited
for by something that only exists once it has painted — the task list,
with this project's task in it. And the owner's view of the same project
is checked in the same run: the control is there for one caller and not
for the other, so neither result can be an artefact of timing.
","17013","test_a_reader_is_not_offered_the_add_task_control[webkit]","tests.ui.permissions","2026-09-22","passed","2026-09-22","","test_controls_follow_permissions","",""
"","5","test_documented_operation_exists[v2-POST-/filters]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5","test_operation_demands_a_credential[v2-POST-/projects/{project}/shares]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","12","test_both_versions_name_the_same_failure[GET-tasks-{}-attachments]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","62","test_operation_demands_a_credential[v1-PUT-/projects/{project}/shares]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","17","test_operation_demands_a_credential[v2-POST-/register]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","5","test_documented_operation_exists[v2-GET-/tasks/{projecttask}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","4","test_a_malformed_authorization_header_is_refused_without_breaking_anything[a-scheme-nobody-offers]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_credential_shapes","",""
"","9","test_operation_demands_a_credential[v2-POST-/migration/wekan/migrate]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_documented_operation_exists[v2-GET-/token/test]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_a_malformed_api_token_is_refused_without_breaking_anything[empty]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_credential_shapes","",""
"","7","test_documented_operation_exists[v2-DELETE-/tasks/{task}/attachments/{attachment}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","34","test_documented_operation_exists[v2-POST-/user/token]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5","test_operation_demands_a_credential[v2-PATCH-/admin/users/{id}/admin]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","5","test_documented_operation_exists[v2-PUT-/projects/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","14","test_operation_demands_a_credential[v1-DELETE-/user/settings/token/caldav/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","4","test_operation_demands_a_credential[v2-POST-/tasks/{task}/relations]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_operation_demands_a_credential[v1-POST-/projects/{project}/views/{view}/buckets/{bucket}/tasks]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","9","test_operation_demands_a_credential[v2-GET-/user/settings/totp/qrcode]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_operation_demands_a_credential[v2-PUT-/projects/{project}/users/{user}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"v1 creates with PUT and v2 with POST, and each rejects the other's
verb: the likeliest thing to trip a client moving between versions.

Contract checking is off for this test because it calls a verb no
description declares, on purpose; being told so is the expected
result, not a finding.
","3","test_creation_uses_different_verbs","tests.api.contracts","2026-09-22","passed","2026-09-22","TestDeliberateDifferences","test_cross_version","",""
"","5","test_operation_demands_a_credential[v1-GET-/notifications]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_documented_operation_exists[v1-PUT-/projects/{id}/backgrounds/upload]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v1-GET-/admin/users]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","42","test_both_versions_name_the_same_failure[DELETE-labels-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","8","test_documented_operation_exists[v2-GET-/projects/{project}/shares/{share}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","14","test_operation_demands_a_credential[v2-GET-/tasks/{task}/attachments/{attachment}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_documented_operation_exists[v2-PUT-/projects/{project}/views/{view}/buckets/{bucket}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","9","test_operation_demands_a_credential[v1-PUT-/migration/wekan/migrate]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","24","test_documented_operation_exists[v2-POST-/user/deletion/request]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","9","test_operation_demands_a_credential[v2-PUT-/projects/{project}/teams/{team}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"The parsed parts must leave the title, or every task ends up named
after its own syntax.","6575","test_the_markers_are_stripped_from_the_title[webkit]","tests.ui.tasks","2026-09-22","passed","2026-09-22","","test_quick_add","",""
"","7","test_documented_operation_exists[v2-GET-/user/settings/token/caldav]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","10","test_documented_operation_exists[v1-POST-/tasks/{taskID}/comments/{commentID}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","13","test_documented_operation_exists[v1-GET-/migration/microsoft-todo/auth]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Granting one action in an area must not grant the rest of it: the
check that would catch a scope widened by accident.","217","test_a_scoped_token_is_refused_its_siblings[projects_shares-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","2","test_documented_operation_exists[v2-POST-/user/deletion/cancel]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","4","test_operation_demands_a_credential[v1-DELETE-/admin/users/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_documented_operation_exists[v1-GET-/projects/{id}/webhooks]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The board and the task are two views of one state. Dragging a card
into Done is the same act as ticking the box.","174","test_moving_a_task_into_the_done_bucket_finishes_it","tests.api.rules","2026-09-22","passed","2026-09-22","","test_task_lifecycle","",""
"","2","test_operation_demands_a_credential[v2-GET-/projects/{project}/tasks/by-index/{index}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","4","test_operation_demands_a_credential[v1-PATCH-/admin/projects/{id}/owner]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_operation_demands_a_credential[v2-DELETE-/user/settings/email]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","4","test_documented_operation_exists[v1-POST-/migration/vikunja-file/migrate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_documented_operation_exists[v1-PUT-/projects/{id}/webhooks]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","8","test_documented_operation_exists[v2-PATCH-/admin/users/{id}/admin]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","20","test_both_versions_name_the_same_failure[GET-teams-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"An API token is shown once and must be unrecoverable afterwards.","30","test_a_token_is_never_stored_in_the_clear","tests.api.integrity","2026-09-22","passed","2026-09-22","","test_data_integrity","",""
"","7","test_documented_operation_exists[v2-DELETE-/projects/{project}/shares/{share}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Last write wins is a fine answer. Losing every write, or storing a
mixture of two, is not.","384","test_the_same_task_updated_at_the_same_moment_keeps_one_of_the_writes","tests.api.concurrency","2026-09-22","passed","2026-09-22","","test_simultaneous_writes","",""
"","7","test_documented_operation_exists[v1-POST-/projects/{projectID}/teams/{teamID}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","9","test_documented_operation_exists[v2-DELETE-/subscriptions/{entity}/{entityID}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_operation_demands_a_credential[v1-POST-/user/deletion/request]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_operation_demands_a_credential[v2-DELETE-/admin/users/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"Everyone short of an administrator is refused, a writer included.

Write on a project means write inside it, not power over it.
","4","test_deleting_a_project_is_refused[anon]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","7","test_operation_demands_a_credential[v1-GET-/migration/csv/status]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_operation_demands_a_credential[v2-PUT-/projects/{project}/views/{view}/buckets/{bucket}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2917","test_the_browser_lands_signed_in[firefox]","tests.ui.framework","2026-09-22","passed","2026-09-22","","test_session","",""
"Tests parameterised over both versions address them by name.","10","test_version_indexed_access[v1]","tests.api.framework","2026-09-22","passed","2026-09-22","","test_transport","",""
"","5","test_documented_operation_exists[v1-POST-/{kind}/{id}/reactions/delete]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","10","test_documented_operation_exists[v2-POST-/migration/wekan/migrate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","17","test_operation_demands_a_credential[v2-GET-/migration/vikunja-file/status]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","32","test_operation_demands_a_credential[v1-PUT-/labels/{id}]","tests.api.authorization","2026-09-22","skipped","2026-09-22","","test_credentials_required","",""
"","11","test_operation_demands_a_credential[v2-DELETE-/tokens/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","12","test_documented_operation_exists[v1-DELETE-/projects/{projectID}/views/{view}/buckets/{bucketID}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","10","test_documented_operation_exists[v2-PATCH-/admin/users/{id}/password]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5","test_operation_demands_a_credential[v2-GET-/projects/{project}/webhooks]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","43","test_a_scoped_token_reaches_what_it_was_granted[projects_shares-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","194","test_creating_a_task_delivers_a_webhook","tests.api.side_effects","2026-09-22","passed","2026-09-22","","test_webhooks","",""
"","329","test_a_task_deleted_by_a_calendar_client_leaves_the_api","tests.api.calendar","2026-09-22","passed","2026-09-22","","test_two_doors","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","128","test_both_versions_name_the_same_failure[DELETE-teams-{}-members-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","4","test_documented_operation_exists[v1-PUT-/subscriptions/{entity}/{entityID}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","18","test_deleting_a_task[token_narrow]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","19","test_operation_demands_a_credential[v1-POST-/auth/openid/{provider}/callback]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","26","test_operation_demands_a_credential[v2-GET-/tokens]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_operation_demands_a_credential[v1-GET-/projects/{project}/views/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","20","test_documented_operation_exists[v2-PUT-/tasks/{projecttask}/read]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","8","test_both_versions_name_the_same_failure[GET-projects-{}-shares-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","3","test_documented_operation_exists[v2-POST-/logout]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","9","test_documented_operation_exists[v1-GET-/tasks/{task}/labels]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_documented_operation_exists[v2-POST-/teams/{team}/members/{user}/admin]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_documented_operation_exists[v2-DELETE-/projects/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_documented_operation_exists[v2-GET-/notifications.atom]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2715","test_the_interface_follows_the_browser_language[chromium-de-DE]","tests.ui.localisation","2026-09-22","passed","2026-09-22","","test_languages","",""
