"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13","test_operation_demands_a_credential[v1-DELETE-/user/settings/webhooks/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","9","test_documented_operation_exists[v2-POST-/tasks/{task}/attachments]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_operation_demands_a_credential[v2-POST-/{entitykind}/{entityid}/reactions/delete]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_documented_operation_exists[v2-POST-/migration/vikunja-file/migrate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","22","test_documented_operation_exists[v2-POST-/user/password/token]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","13","test_documented_operation_exists[v1-POST-/tasks/{projecttask}/read]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"What a stranger with the link gets, asked of both levels together.

Both rows on purpose. `to_have_count(0)` is satisfied on its first poll,
so a read-only share proves nothing on its own: a page that has not
rendered answers it just as well. The writable row is what rules that
out — the same page, the same wait, the same assertion, and the control
is there. Between them the absence means something.
","2709","test_a_public_link_offers_exactly_what_it_was_shared_for[webkit-writable]","tests.ui.sharing","2026-09-22","passed","2026-09-22","","test_public_link","",""
"","9","test_operation_demands_a_credential[v1-POST-/tasks/{taskID}/assignees/bulk]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","9","test_documented_operation_exists[v2-GET-/migration/wekan/status]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","9","test_operation_demands_a_credential[v2-GET-/tasks/{task}/attachments]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"The parsed parts must leave the title, or every task ends up named
after its own syntax.","6115","test_the_markers_are_stripped_from_the_title[firefox]","tests.ui.tasks","2026-09-22","passed","2026-09-22","","test_quick_add","",""
"","11","test_operation_demands_a_credential[v2-GET-/info]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","8","test_documented_operation_exists[v1-GET-/routes]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","17","test_operation_demands_a_credential[v2-POST-/teams/{team}/members/{user}/admin]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","300","test_a_task_created_over_the_api_appears_in_the_calendar","tests.api.calendar","2026-09-22","passed","2026-09-22","","test_two_doors","",""
"","29","test_operation_demands_a_credential[v2-POST-/subscriptions/{entity}/{entityID}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"Written as an expected failure rather than asserting what the product
does now: pinning the 200 would freeze a defect into the suite as though
it were intended.","8905","test_a_failed_upload_says_so_in_its_status_code","tests.resilience.dependencies","2026-09-22","skipped","2026-09-22","","test_object_storage","",""
"","9","test_reading_a_task_is_decided_the_same_way[outsider]","tests.api.contracts","2026-09-22","passed","2026-09-22","TestTheSameDecision","test_cross_version","",""
"","2","test_documented_operation_exists[v1-GET-/projects/{project}/shares]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","12","test_documented_operation_exists[v1-POST-/user/logout]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","4","test_documented_operation_exists[v2-POST-/labels]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","52","test_a_permission_that_is_not_a_level_is_refused[a-list]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_permission_values","",""
"","69","test_updating_a_task[owner]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","76","test_both_versions_name_the_same_failure[GET-projects-{}-teams]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","5","test_operation_demands_a_credential[v2-PUT-/tasks/{projecttask}/read]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","28","test_operation_demands_a_credential[v2-GET-/projects]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","9","test_documented_operation_exists[v1-DELETE-/projects/{project}/shares/{share}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","13","test_documented_operation_exists[v1-GET-/projects/{project}/shares/{share}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","8","test_operation_demands_a_credential[v1-GET-/migration/microsoft-todo/status]","tests.api.authorization","2026-09-22","skipped","2026-09-22","","test_credentials_required","",""
"Four moving parts in one check: the product counts accounts, counts
them right, exposes the count, and Prometheus collects it.

Held against the table rather than against itself. ""The gauge went up
after I registered someone"" cannot be attributed under `-n 8`, where
seven other workers are registering accounts continuously: the gauge
rises within the budget whatever this test did, so the old version of
this check passed for a reason that had nothing to do with its name.

Two independent sources of truth instead. The gauge has to reach the
number of accounts that existed before this test added one — which it
cannot do without counting ours or someone else's, so a registration
path that forgets to count shows up as the gauge falling behind. And it
must never exceed the number of rows there are, which is what would
happen if it counted something twice or counted deletions wrongly.
","3359","test_the_user_counter_tracks_the_accounts_that_exist","tests.api.side_effects","2026-09-22","passed","2026-09-22","","test_metrics","",""
"","3","test_operation_demands_a_credential[v2-GET-/filters/{filter}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"CVE-2026-35601.

A line break in a task title used to end its SUMMARY line in the
calendar the product generates, so whatever followed became properties
of their own.

Read by the rules of RFC 5545 rather than by searching the text. A fixed
server still sends the characters `X-INJECTED`, escaped inside the one
SUMMARY value, and a text search would call it vulnerable. Only parsing
the content lines tells a forged property from text that looks like one.
","397","test_a_line_break_in_a_title_cannot_forge_calendar_properties","tests.api.regressions","2026-09-22","passed","2026-09-22","","test_published_vulnerabilities","",""
"","6","test_documented_operation_exists[v1-POST-/register]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","26","test_operation_demands_a_credential[v2-GET-/{entitykind}/{entityid}/reactions]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_operation_demands_a_credential[v2-GET-/user/export]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","4","test_documented_operation_exists[v2-GET-/webhooks/events]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","14","test_operation_demands_a_credential[v1-PUT-/projects/{id}/backgrounds/upload]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","5","test_documented_operation_exists[v1-POST-/migration/todoist/migrate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The gesture, end to end: the card lands in the column, and the task
it stands for is finished on the server.

Both halves are needed. The card arriving proves only that the screen
rearranged itself; the server proves the drop was a request. Neither on
its own says the board did what it looked like it did.
","9545","test_dragging_a_card_into_done_finishes_the_task[firefox]","tests.ui.views","2026-09-22","passed","2026-09-22","","test_kanban_board","",""
"","3","test_documented_operation_exists[v1-DELETE-/filters/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_documented_operation_exists[v1-GET-/backgrounds/unsplash/image/{image}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","72","test_both_versions_name_the_same_failure[GET-projects-{}-views-{}-buckets]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","2","test_operation_demands_a_credential[v1-POST-/tasks/bulk]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_operation_demands_a_credential[v1-POST-/tasks/{id}/position]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","23","test_operation_demands_a_credential[v1-GET-/{username}/avatar]","tests.api.authorization","2026-09-22","skipped","2026-09-22","","test_credentials_required","",""
"The suite pins its locale so text selectors never depend on the
machine running it. This proves the pin holds.","2315","test_english_is_the_pinned_default[webkit]","tests.ui.localisation","2026-09-22","passed","2026-09-22","","test_languages","",""
